EdgeID,Source,Target,SourceType,TargetType,EdgeType,TransactionID,TransactionDate,TransactionAmount,Channel,Location,BPS_RegionCode,IsFraud,FraudType,RiskScore,RuleRiskScore,Split
E-TX000016-USES_IP,ACC:AC00270,IP:221.169.49.152,Account,IP,USES_IP,TX000016,2024-11-04 8:12:19,465.45,ATM,Palembang,1671,0,None,0.1535,20.0,train
E-TX000016-PAYS_MERCHANT,ACC:AC00270,MER:M025,Account,Merchant,PAYS_MERCHANT,TX000016,2024-11-04 8:12:19,465.45,ATM,Palembang,1671,0,None,0.1535,20.0,train
E-TX000016-LOCATED_IN,ACC:AC00270,GEO:1671,Account,GeoRegion,LOCATED_IN,TX000016,2024-11-04 8:12:19,465.45,ATM,Palembang,1671,0,None,0.1535,20.0,train
E-TX000016-RECEIVES_IN_REGION,REC:REC-0024,GEO:1671,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000016,2024-11-04 8:12:19,465.45,ATM,Palembang,1671,0,None,0.1535,20.0,train
E-TX000017-TRANSFER_TO,ACC:AC00317,REC:REC-0117,Account,RecipientAccount,TRANSFER_TO,TX000017,2024-11-04 8:07:35,555.8,Branch,Bogor,3271,0,None,0.1842,20.0,train
E-TX000017-USES_DEVICE,ACC:AC00317,DEV:D000671,Account,Device,USES_DEVICE,TX000017,2024-11-04 8:07:35,555.8,Branch,Bogor,3271,0,None,0.1842,20.0,train
E-TX000017-USES_IP,ACC:AC00317,IP:53.218.177.171,Account,IP,USES_IP,TX000017,2024-11-04 8:07:35,555.8,Branch,Bogor,3271,0,None,0.1842,20.0,train
E-TX000017-PAYS_MERCHANT,ACC:AC00317,MER:M048,Account,Merchant,PAYS_MERCHANT,TX000017,2024-11-04 8:07:35,555.8,Branch,Bogor,3271,0,None,0.1842,20.0,train
E-TX000017-LOCATED_IN,ACC:AC00317,GEO:3271,Account,GeoRegion,LOCATED_IN,TX000017,2024-11-04 8:07:35,555.8,Branch,Bogor,3271,0,None,0.1842,20.0,train
E-TX000017-RECEIVES_IN_REGION,REC:REC-0117,GEO:3271,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000017,2024-11-04 8:07:35,555.8,Branch,Bogor,3271,0,None,0.1842,20.0,train
E-TX000018-TRANSFER_TO,ACC:AC00359,REC:REC-0149,Account,RecipientAccount,TRANSFER_TO,TX000018,2024-11-04 8:11:51,492.93,Online,Kendari,7471,0,None,0.311,40.0,train
E-TX000018-USES_DEVICE,ACC:AC00359,DEV:D000432,Account,Device,USES_DEVICE,TX000018,2024-11-04 8:11:51,492.93,Online,Kendari,7471,0,None,0.311,40.0,train
E-TX000018-USES_IP,ACC:AC00359,IP:114.223.129.47,Account,IP,USES_IP,TX000018,2024-11-04 8:11:51,492.93,Online,Kendari,7471,0,None,0.311,40.0,train
E-TX000018-PAYS_MERCHANT,ACC:AC00359,MER:M059,Account,Merchant,PAYS_MERCHANT,TX000018,2024-11-04 8:11:51,492.93,Online,Kendari,7471,0,None,0.311,40.0,train
E-TX000018-LOCATED_IN,ACC:AC00359,GEO:7471,Account,GeoRegion,LOCATED_IN,TX000018,2024-11-04 8:11:51,492.93,Online,Kendari,7471,0,None,0.311,40.0,train
E-TX000018-RECEIVES_IN_REGION,REC:REC-0149,GEO:7471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000018,2024-11-04 8:11:51,492.93,Online,Kendari,7471,0,None,0.311,40.0,train
E-TX000019-TRANSFER_TO,ACC:AC00242,REC:REC-0041,Account,RecipientAccount,TRANSFER_TO,TX000019,2024-11-04 8:12:01,18.68,Branch,Bandar Lampung,1871,0,None,0.277,30.0,validation
E-TX000019-USES_DEVICE,ACC:AC00242,DEV:D000530,Account,Device,USES_DEVICE,TX000019,2024-11-04 8:12:01,18.68,Branch,Bandar Lampung,1871,0,None,0.277,30.0,validation
E-TX000019-USES_IP,ACC:AC00242,IP:93.218.115.132,Account,IP,USES_IP,TX000019,2024-11-04 8:12:01,18.68,Branch,Bandar Lampung,1871,0,None,0.277,30.0,validation
E-TX000019-PAYS_MERCHANT,ACC:AC00242,MER:M054,Account,Merchant,PAYS_MERCHANT,TX000019,2024-11-04 8:12:01,18.68,Branch,Bandar Lampung,1871,0,None,0.277,30.0,validation
E-TX000019-LOCATED_IN,ACC:AC00242,GEO:1871,Account,GeoRegion,LOCATED_IN,TX000019,2024-11-04 8:12:01,18.68,Branch,Bandar Lampung,1871,0,None,0.277,30.0,validation
E-TX000019-RECEIVES_IN_REGION,REC:REC-0041,GEO:1871,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000019,2024-11-04 8:12:01,18.68,Branch,Bandar Lampung,1871,0,None,0.277,30.0,validation
E-TX000020-TRANSFER_TO,ACC:AC00285,REC:REC-0120,Account,RecipientAccount,TRANSFER_TO,TX000020,2024-11-04 8:09:20,71.48,Online,Kendari,7471,0,None,0.4138,50.0,train
E-TX000020-USES_DEVICE,ACC:AC00285,DEV:D000039,Account,Device,USES_DEVICE,TX000020,2024-11-04 8:09:20,71.48,Online,Kendari,7471,0,None,0.4138,50.0,train
E-TX000020-USES_IP,ACC:AC00285,IP:120.170.93.69,Account,IP,USES_IP,TX000020,2024-11-04 8:09:20,71.48,Online,Kendari,7471,0,None,0.4138,50.0,train
E-TX000020-PAYS_MERCHANT,ACC:AC00285,MER:M039,Account,Merchant,PAYS_MERCHANT,TX000020,2024-11-04 8:09:20,71.48,Online,Kendari,7471,0,None,0.4138,50.0,train
E-TX000020-LOCATED_IN,ACC:AC00285,GEO:7471,Account,GeoRegion,LOCATED_IN,TX000020,2024-11-04 8:09:20,71.48,Online,Kendari,7471,0,None,0.4138,50.0,train
E-TX000020-RECEIVES_IN_REGION,REC:REC-0120,GEO:7471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000020,2024-11-04 8:09:20,71.48,Online,Kendari,7471,0,None,0.4138,50.0,train
E-TX000021-TRANSFER_TO,ACC:AC00002,REC:REC-0052,Account,RecipientAccount,TRANSFER_TO,TX000021,2024-11-04 8:09:24,59.32,Branch,Denpasar,5171,0,None,0.3304,40.0,train
E-TX000021-USES_DEVICE,ACC:AC00002,DEV:D000152,Account,Device,USES_DEVICE,TX000021,2024-11-04 8:09:24,59.32,Branch,Denpasar,5171,0,None,0.3304,40.0,train
E-TX000021-USES_IP,ACC:AC00002,IP:116.44.12.250,Account,IP,USES_IP,TX000021,2024-11-04 8:09:24,59.32,Branch,Denpasar,5171,0,None,0.3304,40.0,train
E-TX000021-PAYS_MERCHANT,ACC:AC00002,MER:M040,Account,Merchant,PAYS_MERCHANT,TX000021,2024-11-04 8:09:24,59.32,Branch,Denpasar,5171,0,None,0.3304,40.0,train
E-TX000021-LOCATED_IN,ACC:AC00002,GEO:5171,Account,GeoRegion,LOCATED_IN,TX000021,2024-11-04 8:09:24,59.32,Branch,Denpasar,5171,0,None,0.3304,40.0,train
E-TX000021-RECEIVES_IN_REGION,REC:REC-0052,GEO:5171,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000021,2024-11-04 8:09:24,59.32,Branch,Denpasar,5171,0,None,0.3304,40.0,train
E-TX000022-TRANSFER_TO,ACC:AC00014,REC:REC-0195,Account,RecipientAccount,TRANSFER_TO,TX000022,2024-11-04 8:08:13,85.77,Branch,Balikpapan,6471,0,None,0.478,60.0,train
E-TX000022-USES_DEVICE,ACC:AC00014,DEV:D000268,Account,Device,USES_DEVICE,TX000022,2024-11-04 8:08:13,85.77,Branch,Balikpapan,6471,0,None,0.478,60.0,train
E-TX000022-USES_IP,ACC:AC00014,IP:59.132.247.252,Account,IP,USES_IP,TX000022,2024-11-04 8:08:13,85.77,Branch,Balikpapan,6471,0,None,0.478,60.0,train
E-TX000022-PAYS_MERCHANT,ACC:AC00014,MER:M065,Account,Merchant,PAYS_MERCHANT,TX000022,2024-11-04 8:08:13,85.77,Branch,Balikpapan,6471,0,None,0.478,60.0,train
E-TX000022-LOCATED_IN,ACC:AC00014,GEO:6471,Account,GeoRegion,LOCATED_IN,TX000022,2024-11-04 8:08:13,85.77,Branch,Balikpapan,6471,0,None,0.478,60.0,train
E-TX000022-RECEIVES_IN_REGION,REC:REC-0195,GEO:6471,RecipientAccount,GeoRegion,RECEIVES_IN_REGION,TX000022,2024-11-04 8:08:13,85.77,Branch,Balikpapan,6471,0,None,0.478,60.0,train
E-TX000023-TRANSFER_TO,ACC:AC00095,REC:REC-0143,Account,RecipientAccount,TRANSFER_TO,TX000023,2024-11-04 8:07:01,52.2,Online,Banda Aceh,1171,0,None,0.5256,60.0,validation
