NodeID,NodeType,TxCount,FraudTxCount,TotalAmount,AvgRiskScore,MaxRuleRiskScore,UniqueAccounts,PrimaryLocation,Split,OutDegree,InDegree,FraudRelatedLabel,FraudRingLabel_Seed,GraphRiskScore_Seed
ACC:AC00139,Account,8,0,1421.76,0.233625,70.0,1,Manado,train,37,0,0,0,0.3285
ACC:AC00140,Account,7,0,1052.82,0.2525857142857143,60.0,1,Ambon,train,35,0,0,0,0.3389
ACC:AC00141,Account,5,0,1456.17,0.17756,40.0,1,Bandar Lampung,train,25,0,0,0,0.2977
ACC:AC00142,Account,2,0,529.7,0.20445000000000002,30.0,1,Makassar,train,10,0,0,0,0.2124
ACC:AC00143,Account,5,0,1142.31,0.16534,30.0,1,Ambon,train,25,0,0,0,0.2909
ACC:AC00144,Account,8,0,1842.97,0.195925,40.0,1,Ambon,train,40,0,0,0,0.3078
ACC:AC00145,Account,5,0,1402.7800000000002,0.21434000000000003,40.0,1,Batam,train,25,0,0,0,0.3179
ACC:AC00146,Account,2,1,1171.78,0.34315,65.0,1,Manado,train,9,0,1,0,0.3287
ACC:AC00147,Account,3,0,388.62,0.33036666666666664,45.0,1,Bekasi,train,15,0,0,0,0.3317
ACC:AC00148,Account,5,0,2868.79,0.1511,25.0,1,Bandung,test,25,0,0,0,0.2831
ACC:AC00149,Account,5,0,1125.37,0.28554,60.0,1,Balikpapan,train,25,0,0,0,0.357
ACC:AC00150,Account,7,0,2030.56,0.17857142857142858,40.0,1,Bandar Lampung,train,34,0,0,0,0.2982
ACC:AC00151,Account,3,0,851.6500000000001,0.3055,50.0,1,Kupang,train,15,0,0,0,0.318
ACC:AC00152,Account,4,0,969.87,0.1315,30.0,1,Jakarta Barat,train,20,0,0,0,0.2723
ACC:AC00153,Account,7,2,2451.89,0.4022571428571429,70.0,1,Balikpapan,train,34,0,1,0,0.5212
ACC:AC00154,Account,5,0,869.43,0.16104,30.0,1,Jakarta Utara,train,25,0,0,0,0.2886
ACC:AC00155,Account,6,0,1757.2,0.19961666666666666,50.0,1,Banda Aceh,train,30,0,0,0,0.3098
ACC:AC00156,Account,5,0,2155.04,0.22347999999999998,45.0,1,Jakarta Selatan,test,23,0,0,0,0.3229
ACC:AC00157,Account,5,0,1249.0900000000001,0.21896,40.0,1,Banda Aceh,train,25,0,0,0,0.3204
ACC:AC00158,Account,7,0,2354.62,0.17931428571428573,30.0,1,Banjarmasin,train,34,0,0,0,0.2986
ACC:AC00159,Account,5,0,1024.1399999999999,0.21256,50.0,1,Banjarmasin,test,25,0,0,0,0.3169
ACC:AC00160,Account,2,0,1026.89,0.2403,40.0,1,Banda Aceh,train,10,0,0,0,0.2322
ACC:AC00161,Account,4,0,1662.31,0.297725,50.0,1,Jakarta Barat,train,20,0,0,0,0.3637
ACC:AC00162,Account,2,0,89.75,0.2872,40.0,1,Palangka Raya,test,10,0,0,0,0.258
ACC:AC00163,Account,2,0,615.91,0.1454,30.0,1,Palu,validation,10,0,0,0,0.18
ACC:AC00164,Account,6,0,3039.38,0.15846666666666667,40.0,1,Balikpapan,train,29,0,0,0,0.2872
ACC:AC00165,Account,6,0,1761.16,0.2838,55.0,1,Banda Aceh,train,30,0,0,0,0.3561
ACC:AC00166,Account,6,1,1407.46,0.28109999999999996,75.0,1,Denpasar,train,29,0,1,0,0.4046
ACC:AC00167,Account,5,0,1581.57,0.23976000000000003,60.0,1,Banda Aceh,validation,24,0,0,0,0.3319
ACC:AC00168,Account,1,0,77.83,0.0562,10.0,1,Samarinda,validation,5,0,0,0,0.0809
ACC:AC00169,Account,2,1,175.69,0.70195,90.0,1,Padang,test,10,0,1,0,0.5361
ACC:AC00170,Account,7,1,1731.2800000000002,0.2807285714285714,65.0,1,Balikpapan,train,34,0,1,0,0.4044
ACC:AC00171,Account,5,0,889.9300000000001,0.26311999999999997,50.0,1,Palangka Raya,train,24,0,0,0,0.3447
ACC:AC00172,Account,5,1,2904.99,0.36638000000000004,55.0,1,Banda Aceh,train,22,0,1,0,0.4515
ACC:AC00173,Account,4,0,1795.2,0.19655,30.0,1,Bengkulu,train,20,0,0,0,0.3081
ACC:AC00174,Account,4,0,700.68,0.36615000000000003,70.0,1,Malang,train,19,0,0,0,0.3914
ACC:AC00175,Account,7,0,2136.54,0.13948571428571427,20.0,1,Bekasi,train,33,0,0,0,0.2767
ACC:AC00176,Account,8,1,2357.68,0.3126375,70.0,1,Banda Aceh,train,39,0,1,0,0.422
ACC:AC00177,Account,9,1,2953.1,0.251,60.0,1,Banda Aceh,train,44,0,1,0,0.388
ACC:AC00178,Account,5,0,879.11,0.23632,50.0,1,Palangka Raya,train,24,0,0,0,0.33
ACC:AC00179,Account,6,0,3819.73,0.17754999999999999,35.0,1,Balikpapan,train,30,0,0,0,0.2977
ACC:AC00180,Account,1,0,108.96,0.1721,20.0,1,Batam,train,5,0,0,0,0.1447
ACC:AC00181,Account,5,0,1447.3,0.2811,55.0,1,Bengkulu,train,25,0,0,0,0.3546
ACC:AC00182,Account,8,0,3553.6099999999997,0.240225,55.0,1,Banjarmasin,train,39,0,0,0,0.3321
ACC:AC00183,Account,6,0,1635.97,0.22298333333333334,55.0,1,Bogor,train,30,0,0,0,0.3226
ACC:AC00184,Account,4,0,1021.61,0.236175,40.0,1,Mataram,train,18,0,0,0,0.3099
ACC:AC00185,Account,6,0,1454.4099999999999,0.23656666666666668,60.0,1,Makassar,train,29,0,0,0,0.3301
ACC:AC00186,Account,2,0,456.83000000000004,0.1527,20.0,1,Jakarta Barat,test,10,0,0,0,0.184
ACC:AC00187,Account,5,0,1044.5900000000001,0.33355999999999997,60.0,1,Ambon,train,25,0,0,0,0.3835
ACC:AC00188,Account,5,0,554.78,0.13441999999999998,20.0,1,Palangka Raya,train,25,0,0,0,0.2739
ACC:AC00189,Account,5,0,1510.07,0.18748,60.0,1,Balikpapan,train,25,0,0,0,0.3031
ACC:AC00190,Account,5,0,1150.7399999999998,0.18196666666666664,40.0,1,Jakarta Timur,train,25,0,0,0,0.3001
ACC:AC00191,Account,3,0,511.29999999999995,0.21736666666666668,40.0,1,Jakarta Utara,validation,15,0,0,0,0.2696
ACC:AC00192,Account,4,0,2250.17,0.269225,60.0,1,Jakarta Selatan,train,20,0,0,0,0.3481
ACC:AC00193,Account,1,0,95.5,0.2665,30.0,1,Surabaya,train,5,0,0,0,0.1966
ACC:AC00194,Account,5,0,944.42,0.24894,40.0,1,Batam,train,24,0,0,0,0.3369
ACC:AC00195,Account,2,0,978.6600000000001,0.21675,30.0,1,Jakarta Pusat,train,10,0,0,0,0.2192
ACC:AC00196,Account,6,0,2027.38,0.22775,60.0,1,Pontianak,train,29,0,0,0,0.3253
ACC:AC00197,Account,4,0,602.33,0.34585,50.0,1,Banjarmasin,test,20,0,0,0,0.3902
ACC:AC00198,Account,2,1,1629.4,0.44636666666666663,85.0,1,Jayapura,test,11,0,1,0,0.4055
ACC:AC00199,Account,1,0,7.08,0.0982,10.0,1,Palangka Raya,train,5,0,0,0,0.104
ACC:AC00200,Account,7,0,1547.47,0.19508571428571428,50.0,1,Banda Aceh,train,33,0,0,0,0.3073
ACC:AC00201,Account,5,0,1035.32,0.15296,20.0,1,Bandung,train,25,0,0,0,0.2841
ACC:AC00202,Account,12,0,3722.12,0.217325,60.0,1,Jakarta Utara,train,57,0,0,0,0.3195
ACC:AC00203,Account,6,0,2741.2799999999997,0.21471666666666667,60.0,1,Ambon,train,29,0,0,0,0.3181
ACC:AC00204,Account,7,0,2658.75,0.2252,55.0,1,Bandung,train,35,0,0,0,0.3239
ACC:AC00205,Account,4,0,1658.0099999999998,0.21485,45.0,1,Balikpapan,test,20,0,0,0,0.3182
ACC:AC00206,Account,2,0,510.91,0.4224,60.0,1,Bandung,validation,10,0,0,0,0.3323
ACC:AC00207,Account,2,0,258.82,0.10555,10.0,1,Bandar Lampung,test,10,0,0,0,0.1581
ACC:AC00208,Account,4,1,2470.8399999999997,0.30485,70.0,1,Ambon,train,20,0,1,0,0.4177
ACC:AC00209,Account,5,0,1160.58,0.22674,50.0,1,Jakarta Utara,train,25,0,0,0,0.3247
ACC:AC00210,Account,4,0,1043.15,0.11895,20.0,1,Ambon,train,20,0,0,0,0.2654
ACC:AC00211,Account,4,0,1989.56,0.246375,50.0,1,Bengkulu,train,20,0,0,0,0.3355
ACC:AC00212,Account,3,0,936.99,0.21543333333333334,40.0,1,Tangerang,train,15,0,0,0,0.2685
ACC:AC00213,Account,6,0,1576.72,0.22424999999999998,55.0,1,Banda Aceh,train,29,0,0,0,0.3233
ACC:AC00214,Account,2,0,215.44,0.1614,30.0,1,Malang,test,9,0,0,0,0.1788
ACC:AC00215,Account,5,0,961.87,0.15896,30.0,1,Malang,train,25,0,0,0,0.2874
ACC:AC00216,Account,5,0,1347.03,0.27982,50.0,1,Bandung,train,25,0,0,0,0.3539
ACC:AC00217,Account,6,1,1395.58,0.32555,70.0,1,Banda Aceh,train,30,0,1,0,0.4291
ACC:AC00218,Account,7,0,1823.24,0.22417142857142855,40.0,1,Balikpapan,train,35,0,0,0,0.3233
ACC:AC00219,Account,10,0,1428.99,0.28235,60.0,1,Mataram,train,48,0,0,0,0.3553
ACC:AC00220,Account,6,0,2551.05,0.2081333333333333,35.0,1,Palembang,test,29,0,0,0,0.3145
ACC:AC00221,Account,1,0,170.24,0.1756,20.0,1,Pontianak,train,5,0,0,0,0.1466
ACC:AC00222,Account,4,0,1645.99,0.16705,35.0,1,Medan,train,19,0,0,0,0.2819
ACC:AC00223,Account,2,0,822.4,0.2773,40.0,1,Kendari,train,10,0,0,0,0.2525
ACC:AC00224,Account,2,0,480.7,0.38275000000000003,50.0,1,Batam,train,10,0,0,0,0.3105
ACC:AC00225,Account,11,2,2926.3,0.3266363636363636,75.0,1,Solo,train,53,0,1,0,0.4796
ACC:AC00227,Account,5,0,1642.8799999999999,0.17628,40.0,1,Banjarmasin,train,25,0,0,0,0.297
ACC:AC00228,Account,8,2,2509.8999999999996,0.32065,80.0,1,Ambon,train,40,0,1,0,0.4764
ACC:AC00229,Account,5,0,1103.31,0.23879999999999998,40.0,1,Bekasi,train,25,0,0,0,0.3313
ACC:AC00230,Account,3,0,1356.75,0.1638,20.0,1,Kupang,train,15,0,0,0,0.2401
ACC:AC00231,Account,5,0,1587.27,0.27237999999999996,60.0,1,Mataram,train,24,0,0,0,0.3498
ACC:AC00232,Account,5,0,1310.56,0.23364000000000001,50.0,1,Ambon,test,25,0,0,0,0.3285
ACC:AC00233,Account,6,0,814.72,0.23988333333333334,60.0,1,Balikpapan,train,30,0,0,0,0.3319
ACC:AC00235,Account,7,0,1353.3000000000002,0.19572857142857145,30.0,1,Bogor,train,33,0,0,0,0.3077
ACC:AC00236,Account,6,0,2072.3999999999996,0.1969,50.0,1,Bandung,train,29,0,0,0,0.3083
ACC:AC00237,Account,5,0,1829.65,0.23742000000000002,40.0,1,Banjarmasin,train,24,0,0,0,0.3306
ACC:AC00238,Account,1,0,335.68,0.0403,10.0,1,Jakarta Barat,train,5,0,0,0,0.0722
ACC:AC00239,Account,5,0,1268.26,0.34241666666666665,60.0,1,Makassar,train,27,0,0,0,0.3883
ACC:AC00240,Account,2,1,1501.3200000000002,0.37705,60.0,1,Denpasar,train,10,0,1,0,0.3574
ACC:AC00241,Account,9,0,1742.71,0.26892222222222223,60.0,1,Malang,train,42,0,0,0,0.3479
ACC:AC00242,Account,9,0,1309.69,0.22675555555555554,60.0,1,Bandar Lampung,train,43,0,0,0,0.3247
ACC:AC00243,Account,4,0,729.82,0.326975,60.0,1,Balikpapan,train,20,0,0,0,0.3798
ACC:AC00244,Account,5,0,1826.25,0.18578,55.0,1,Bekasi,train,25,0,0,0,0.3022
ACC:AC00245,Account,6,1,1061.5,0.29888333333333333,80.0,1,Ambon,train,30,0,1,0,0.4144
ACC:AC00246,Account,5,1,643.6400000000001,0.34174000000000004,90.0,1,Bandung,train,25,0,1,0,0.438
ACC:AC00247,Account,7,0,1156.44,0.1602714285714286,30.0,1,Jakarta Pusat,train,33,0,0,0,0.2881
ACC:AC00248,Account,7,0,2180.5699999999997,0.1498142857142857,30.0,1,Bekasi,train,35,0,0,0,0.2824
ACC:AC00249,Account,5,0,653.02,0.23237999999999998,50.0,1,Banda Aceh,train,25,0,0,0,0.3278
