TransactionID,Split,TransactionAmount,AccountBalance,TransactionDuration,LoginAttempts,AmountToBalanceRatio,HoursSincePreviousTransaction,TransactionAmountZScore,RecipientUniqueSendersTotal,DeviceUniqueAccountsTotal,IPUniqueAccountsTotal,AccountTxCount24h,AccountAmountSum24h,ThreatIntelFlagInt,RuleRiskScore,FraudScore_Probability_Seed,IsFraud,AnomalyLabel_Seed,TransactionAmount_RobustZ,AccountBalance_RobustZ,TransactionDuration_RobustZ,LoginAttempts_RobustZ,AmountToBalanceRatio_RobustZ,HoursSincePreviousTransaction_RobustZ,RecipientUniqueSendersTotal_RobustZ
TX000020,train,71.48,6568.59,169.0,1.0,0.010882091894911999,12349.841666666667,-0.774729131978529,8,5,7,3.0,1239.16,1,50.0,0.4138,0,0,-0.481016,0.473219,0.817689,0.0,-0.07952,0.271979,-0.362457
TX000021,train,59.32,5750.89,38.0,1.0,0.010314925168104415,14751.540555555555,-0.8165446566272351,9,1,5,2.0,344.28000000000003,1,40.0,0.3304,0,0,-0.522832,0.262286,-1.061562,0.0,-0.080631,1.211563,0.0
TX000022,train,85.77,9146.19,93.0,1.0,0.009377675294302872,10813.611666666666,-0.7255890129629033,19,5,4,3.0,1416.87,1,60.0,0.478,0,1,-0.431876,1.138131,-0.272563,0.0,-0.082467,-0.329019,3.624573
TX000023,validation,52.2,8974.93,120.0,1.0,0.005816201351988261,12397.212777777779,-0.8410287467175959,10,27,9,0.0,0.0,1,60.0,0.5256,0,1,-0.547316,1.093953,0.114763,0.0,-0.089445,0.290511,0.362457
TX000024,train,345.84,1402.5,142.0,3.0,0.24658823529411764,13237.688333333334,0.16873364290790066,7,4,3,1.0,233.74,1,60.0,0.6111,1,1,0.462447,-0.859415,0.430363,3.378445,0.382302,0.619319,-0.724915
TX000025,train,145.54,1930.96,96.0,1.0,0.07537183577080829,14703.386944444444,-0.5200533297184,8,2,1,1.0,188.61,0,10.0,0.0843,0,0,-0.22634,-0.723095,-0.229527,0.0,0.046836,1.192724,-0.362457
TX000026,train,7.49,3634.67,276.0,1.0,0.0020607097755779755,9134.275277777779,-0.9947764528889482,10,6,7,2.0,174.87,0,30.0,0.2462,0,0,-0.701063,-0.283609,2.35265,0.0,-0.096803,-0.986003,0.362457
TX000027,train,246.93,673.35,158.0,5.0,0.36671864557807976,13599.576944444445,-0.171395760299625,8,8,5,3.0,809.22,0,60.0,0.5083,0,1,0.122317,-1.047505,0.65989,6.756891,0.617675,0.760896,-0.362457
TX000028,train,40.32,2686.52,95.0,1.0,0.015008263478403288,14055.489166666666,-0.8818814138908382,4,6,4,4.0,1087.3,0,10.0,0.1041,0,0,-0.588168,-0.528192,-0.243872,0.0,-0.071435,0.939256,-1.812287
TX000029,train,127.45,1772.06,197.0,1.0,0.07192194395223639,15591.880555555555,-0.5822608001867464,9,7,7,3.0,274.69,1,50.0,0.4253,0,0,-0.288548,-0.764084,1.219361,0.0,0.040076,1.540317,0.0
TX000030,train,56.17,1351.69,283.0,1.0,0.041555386220213215,9855.213333333333,-0.8273768032262008,6,4,4,1.0,27.51,0,10.0,0.1058,0,0,-0.533664,-0.872522,2.453068,0.0,-0.019421,-0.70396,-1.087372
TX000031,train,28.31,8334.47,20.0,1.0,0.0033967366851161505,11414.331944444444,-0.9231811220348316,5,3,7,2.0,169.93,0,20.0,0.2285,0,0,-0.629468,0.928741,-1.319779,0.0,-0.094186,-0.094008,-1.449829
TX000032,train,59.12,9823.64,257.0,1.0,0.006018135843740203,15279.709444444445,-0.8172324119668519,8,4,5,0.0,0.0,0,10.0,0.0848,0,0,-0.523519,1.312885,2.080087,0.0,-0.08905,1.418191,-0.362457
TX000033,train,396.45,9690.15,168.0,3.0,0.040912679370288384,9735.753611111111,0.34277013159795106,7,5,5,1.0,641.06,0,40.0,0.3222,0,0,0.636483,1.27845,0.803344,3.378445,-0.02068,-0.750695,-0.724915
TX000034,validation,877.81,399.0,150.0,1.0,2.2000250626566413,14438.740555555556,1.9980596829878468,8,3,6,0.0,0.0,0,45.0,0.3547,0,0,2.291773,-1.118276,0.545126,0.0,4.209693,1.08919,-0.362457
TX000035,train,255.26,14815.87,50.0,1.0,0.01722882287709058,8967.467222222222,-0.14275075040458218,10,3,7,4.0,734.6100000000001,0,20.0,0.1904,0,0,0.150962,2.60067,-0.889417,0.0,-0.067084,-1.051261,0.362457
TX000036,validation,124.76,5764.72,45.0,1.0,0.021641987815540043,9231.5575,-0.5915111095045934,19,5,2,0.0,0.0,0,30.0,0.2832,0,0,-0.297798,0.265854,-0.961144,0.0,-0.058438,-0.947944,3.624573
TX000037,train,78.13,900.61,145.0,1.0,0.08675231232164865,8367.226111111111,-0.7518612669362679,5,5,4,3.0,271.52,0,20.0,0.1722,0,0,-0.458148,-0.988882,0.473399,0.0,0.069134,-1.286085,-1.449829
TX000038,train,649.28,4875.86,137.0,1.0,0.13316214985664068,14702.295277777777,1.212196044174624,11,2,5,7.0,2544.95,0,20.0,0.154,0,0,1.505909,0.036566,0.358636,0.0,0.160065,1.192297,0.724915
TX000039,validation,795.31,7914.88,90.0,2.0,0.10048288792754911,9327.060277777779,1.7143606053958855,9,4,9,6.0,2250.99,1,40.0,0.3144,0,0,2.008074,0.820505,-0.315599,1.689223,0.096036,-0.910582,0.0
TX000040,train,335.63,1019.39,216.0,1.0,0.3292459215805531,15590.836666666666,0.13362373282045922,8,7,9,1.0,362.68,0,20.0,0.1913,0,0,0.427337,-0.958241,1.491925,0.0,0.544254,1.539909,-0.362457
TX000041,train,328.47,4323.66,119.0,1.0,0.07597035844631632,11077.461388888889,0.1090020916621752,8,1,4,1.0,242.39,0,10.0,0.1136,0,0,0.402715,-0.105879,0.100418,0.0,0.048009,-0.225797,-0.362457
TX000042,train,34.02,14214.48,19.0,1.0,0.0023933341212622624,15951.973333333333,-0.9035457070887698,9,6,3,8.0,1985.85,0,30.0,0.2686,0,0,-0.609833,2.445537,-1.334125,0.0,-0.096152,1.681192,0.0
TX000043,test,241.42,13357.02,116.0,1.0,0.018074390844664452,13525.18888888889,-0.19034341990606998,10,5,7,3.0,999.0500000000001,0,30.0,0.2384,0,0,0.10337,2.224348,0.057382,0.0,-0.065428,0.731794,0.362457
TX000044,test,55.32,241.79,117.0,1.0,0.22879358120683238,13720.073888888888,-0.8302997634195726,9,2,10,0.0,0.0,0,10.0,0.1008,0,0,-0.536587,-1.15883,0.071727,0.0,0.347437,0.808036,0.0
TX000045,train,304.31,868.61,33.0,1.0,0.3503413499729453,11199.290277777778,0.025921246636456556,11,4,8,3.0,1302.6799999999998,0,20.0,0.1779,0,0,0.319634,-0.997136,-1.133289,0.0,0.585587,-0.178135,0.724915
TX002513,train,435.27,4673.28,90.0,1.0,0.09314014995891537,9518.361944444445,0.47626344301758655,7,4,6,5.0,1226.2599999999998,0,10.0,0.1005,0,0,0.769976,-0.015692,-0.315599,0.0,0.081649,-0.835742,-0.724915
TX000047,train,164.49,1509.27,75.0,1.0,0.1089864636546145,7840.148611111111,-0.45488851128970104,6,5,6,2.0,1015.83,0,20.0,0.1968,0,0,-0.161175,-0.831873,-0.530781,0.0,0.112697,-1.492286,-1.087372
TX000048,validation,510.24,781.7,105.0,1.0,0.6527312268133555,9399.698611111111,0.7340685320729724,10,3,7,7.0,2816.6900000000005,0,20.0,0.1806,0,0,1.027782,-1.019555,-0.100418,0.0,1.178063,-0.882165,0.362457
TX000049,train,626.9,265.51,138.0,1.0,2.3611163421340065,8223.3575,1.1352362216714957,8,4,5,1.0,48.85,0,45.0,0.392,0,0,1.428949,-1.152711,0.372981,0.0,4.525321,-1.342369,-0.362457
TX000050,train,22.01,1335.09,175.0,1.0,0.016485779984869935,14103.353611111112,-0.9448454152327632,9,27,5,0.0,0.0,1,50.0,0.4167,0,0,-0.651132,-0.876804,0.903762,0.0,-0.06854,0.957981,0.0
TX000051,test,425.34,3907.54,121.0,1.0,0.10885109301504271,15111.124444444444,0.44211639040560863,10,4,9,0.0,0.0,0,20.0,0.1822,0,0,0.735829,-0.21322,0.129109,0.0,0.112432,1.352238,0.362457
TX000052,train,424.56,5183.85,264.0,1.0,0.08190051795480192,14918.353333333333,0.4394341445811029,9,3,6,0.0,0.0,0,10.0,0.1108,0,0,0.733147,0.116014,2.180505,0.0,0.059628,1.276823,0.0
TX000053,train,85.43,14904.9,145.0,1.0,0.005731672134667123,12375.353055555555,-0.7267581970402519,10,5,3,0.0,0.0,0,30.0,0.2186,0,0,-0.433045,2.623636,0.473399,0.0,-0.089611,0.28196,0.362457
TX000054,test,169.5,918.88,142.0,1.0,0.18446369493296186,10167.291944444445,-0.43766024003229836,9,5,6,1.0,386.68,0,20.0,0.167,0,0,-0.143947,-0.984169,0.430363,0.0,0.260581,-0.58187,0.0
TX000055,train,104.63,4477.78,90.0,1.0,0.023366489644422013,14054.390555555556,-0.660733684437032,11,4,7,0.0,0.0,0,20.0,0.1632,0,0,-0.367021,-0.066122,-0.315599,0.0,-0.055059,0.938826,0.724915
TX000056,test,316.95,1324.03,83.0,1.0,0.23938279344123622,10982.259722222223,0.06938738410024303,17,5,5,4.0,503.78000000000003,0,30.0,0.239,0,0,0.3631,-0.879657,-0.416017,0.0,0.368184,-0.263041,2.899659
TX000057,train,60.54,3534.93,52.0,1.0,0.01712622315010481,7814.288888888889,-0.8123493490555721,11,3,8,1.0,346.76,0,20.0,0.1681,0,0,-0.518636,-0.309338,-0.860726,0.0,-0.067285,-1.502403,0.724915
TX000058,validation,292.56,4638.37,61.0,1.0,0.06307388155752991,14678.502222222221,-0.014484379566034877,11,6,5,4.0,463.2800000000001,0,30.0,0.2924,0,0,0.279229,-0.024697,-0.731617,0.0,0.02274,1.182989,0.724915
TX000059,train,386.52,5630.61,28.0,1.0,0.0686462035196897,12327.815,0.30862307898597313,9,4,7,0.0,0.0,0,20.0,0.1534,0,0,0.602336,0.231259,-1.205016,0.0,0.033658,0.263362,0.0
TX000060,test,112.07,930.3,51.0,1.0,0.12046651617757713,9567.604166666666,-0.6351491858032842,9,2,5,6.0,854.0,0,10.0,0.1192,0,0,-0.341436,-0.981223,-0.875071,0.0,0.13519,-0.816477,0.0
TX000061,validation,568.52,5499.91,152.0,1.0,0.1033689642194145,9469.45,0.9344804380373298,5,2,2,5.0,581.81,0,10.0,0.0529,0,0,1.228193,0.197544,0.573817,0.0,0.101691,-0.854877,-1.449829
TX000062,train,263.99,4175.02,227.0,2.0,0.06323083482234815,12904.059166666666,-0.1127302298303055,7,4,5,5.0,1397.06,0,10.0,0.0866,0,0,0.180983,-0.144222,1.649724,1.689223,0.023048,0.488798,-0.724915
TX000063,train,349.64,6651.62,226.0,1.0,0.05256463838884362,8703.329444444444,0.18180099436062133,6,4,10,4.0,1311.0700000000002,0,10.0,0.0991,0,0,0.475514,0.494637,1.635379,0.0,0.002149,-1.154596,-1.087372
TX000064,train,601.4,8458.29,104.0,1.0,0.07110184209810728,12566.41,1.0475474158703442,10,9,5,1.0,403.63,0,30.0,0.2697,0,0,1.34126,0.960682,-0.114763,0.0,0.03847,0.356704,0.362457
TX000065,test,5.77,13988.12,124.0,1.0,0.0004124928868211024,8824.164444444445,-1.0006911488096535,8,4,2,5.0,1751.84,1,40.0,0.3528,0,0,-0.706978,2.387145,0.172145,0.0,-0.100033,-1.107323,-0.362457
TX000066,train,201.33,2585.07,186.0,1.0,0.07788183685548167,14055.18611111111,-0.32820397773227256,14,5,6,5.0,640.38,1,60.0,0.5148,0,1,-0.034491,-0.554362,1.061562,0.0,0.051754,0.939138,1.812287
TX000067,test,298.42,3014.75,225.0,1.0,0.09898664897586865,13407.98,0.005666851884739621,9,3,7,3.0,857.2,0,10.0,0.0863,0,0,0.29938,-0.443523,1.621033,0.0,0.093105,0.68594,0.0
TX000068,train,521.06,1951.42,128.0,1.0,0.2670158141250986,13573.523055555555,0.7712760959462451,13,3,7,9.0,4002.9000000000005,1,50.0,0.4034,0,0,1.064989,-0.717817,0.229527,0.0,0.422326,0.750703,1.449829
TX000069,train,117.28,3665.77,16.0,1.0,0.031993278356252576,15207.538333333334,-0.6172331592062645,9,6,4,1.0,350.46,0,30.0,0.2764,0,0,-0.32352,-0.275587,-1.377161,0.0,-0.038156,1.389956,0.0
TX000070,train,189.12,977.01,103.0,1.0,0.19357017840144933,8559.437222222223,-0.3701914412158829,6,4,6,2.0,763.1300000000001,0,10.0,0.0902,0,0,-0.076478,-0.969174,-0.129109,0.0,0.278423,-1.210889,-1.087372
TX000071,train,133.55,3846.28,220.0,1.0,0.03472186112295517,11391.971666666666,-0.5612842623284316,14,3,3,4.0,1221.2,0,20.0,0.1431,0,0,-0.267571,-0.229023,1.549306,0.0,-0.03281,-0.102755,1.812287
TX000072,train,143.21,6374.82,135.0,1.0,0.02246494802990516,15855.152777777777,-0.5280656794249367,7,5,4,3.0,180.57999999999998,1,50.0,0.3867,0,0,-0.234353,0.423234,0.329945,0.0,-0.056825,1.643314,-0.724915
TX000073,train,24.77,5866.01,55.0,1.0,0.00422263173775701,11725.861666666666,-0.9353543915460504,7,4,10,4.0,1460.9300000000003,0,10.0,0.072,0,0,-0.641641,0.291983,-0.817689,0.0,-0.092568,0.027868,-0.724915
TX000074,validation,233.92,6537.62,280.0,1.0,0.03578060517436009,9135.238055555556,-0.21613424514170282,13,7,9,3.0,1676.27,0,30.0,0.2674,0,0,0.077579,0.46523,2.410032,0.0,-0.030736,-0.985626,1.449829
TX000075,test,1212.51,605.95,24.0,1.0,2.001006683719779,9519.506111111112,3.149018243836688,9,3,5,1.0,103.08,0,70.0,0.6986,1,1,3.442731,-1.064892,-1.262398,0.0,3.819754,-0.835294,0.0
TX000076,train,232.12,6689.87,51.0,1.0,0.03469723626916517,7478.637222222223,-0.22232404319825463,10,7,5,1.0,302.63,0,30.0,0.2723,0,0,0.071389,0.504504,-0.875071,0.0,-0.032858,-1.633715,0.362457
TX000077,validation,211.36,634.17,113.0,1.0,0.3332860274059007,12254.241666666667,-0.29371304745048626,8,4,5,0.0,0.0,0,10.0,0.0843,0,0,0.0,-1.057612,0.014345,0.0,0.55217,0.234579,-0.362457
TX000078,train,91.53,14676.05,69.0,1.0,0.006236691752889913,14439.656666666666,-0.7057816591819372,8,3,4,1.0,1.82,0,10.0,0.099,0,0,-0.412069,2.564602,-0.616853,0.0,-0.088621,1.089549,-0.362457
TX000079,test,120.29,1362.39,77.0,1.0,0.08829336680392545,7717.339722222222,-0.6068824413450304,10,4,3,0.0,0.0,0,20.0,0.1906,0,0,-0.313169,-0.869762,-0.50209,0.0,0.072153,-1.540331,0.362457
TX000080,train,174.25,10528.34,67.0,1.0,0.01655056732590323,11413.266111111112,-0.42132605071639756,7,2,4,7.0,2240.27,0,10.0,0.0873,0,0,-0.127613,1.494668,-0.645544,0.0,-0.068413,-0.094424,-0.724915
TX000081,train,183.71,552.52,102.0,1.0,0.33249475132121914,12085.794722222223,-0.3887952231525193,8,3,4,0.0,0.0,0,10.0,0.1064,0,0,-0.095082,-1.078674,-0.143454,0.0,0.55062,0.16868,-0.362457
TX000082,train,345.39,6451.96,80.0,1.0,0.05353256994773681,12085.768333333333,0.16718619339376273,10,5,7,2.0,284.84,0,30.0,0.2385,0,0,0.460899,0.443133,-0.459054,0.0,0.004046,0.168669,0.362457
TX000083,train,922.55,4715.84,87.0,1.0,0.1956279263079324,15615.638611111111,2.1519105524601416,16,3,5,4.0,886.51,0,20.0,0.1659,0,0,2.445624,-0.004713,-0.358636,0.0,0.282455,1.549612,2.537201
TX000084,test,259.91,7176.86,170.0,1.0,0.0362150021039842,8727.59111111111,-0.12676043875848972,3,5,4,3.0,867.5500000000001,0,10.0,0.0855,0,0,0.166953,0.630127,0.832035,0.0,-0.029885,-1.145104,-2.174744
TX000085,train,154.71,1523.72,157.0,1.0,0.10153440264615546,11751.488333333333,-0.48851974739696624,13,5,4,3.0,616.3699999999999,1,60.0,0.4651,0,1,-0.194807,-0.828146,0.645544,0.0,0.098096,0.037894,1.449829
TX000086,train,1340.19,8654.28,30.0,1.0,0.1548586364203608,9638.745277777778,3.588081252648101,10,7,5,0.0,0.0,0,55.0,0.4672,0,1,3.881794,1.011239,-1.176325,0.0,0.202575,-0.788646,0.362457
TX000087,train,24.56,9869.93,69.0,1.0,0.0024883661788888066,9134.741666666667,-0.936076534652648,9,6,4,5.0,2964.89,1,50.0,0.4033,0,0,-0.642363,1.324825,-0.616853,0.0,-0.095966,-0.98582,0.0
TX000088,validation,568.07,10556.81,115.0,1.0,0.053810762910386764,10407.060833333333,0.9329329885231921,9,3,3,1.0,211.36,0,10.0,0.0953,0,0,1.226646,1.502012,0.043036,0.0,0.004591,-0.488068,0.0
TX000089,train,9.61,12883.91,179.0,1.0,0.0007458915810495416,12013.528055555556,-0.9874862462890094,5,7,3,3.0,426.79999999999995,0,20.0,0.187,0,0,-0.693773,2.102305,0.961144,0.0,-0.09938,0.140408,-1.449829
TX000090,train,392.96,791.65,100.0,1.0,0.4963809764416093,8391.674722222222,0.3307688009216365,7,5,7,2.0,521.26,0,20.0,0.1862,0,0,0.624482,-1.016989,-0.172145,0.0,0.871724,-1.27652,-0.724915
TX000091,train,716.93,4064.02,34.0,1.0,0.1764090727899961,9999.310833333333,1.4448292878000322,7,3,9,3.0,715.6500000000001,0,10.0,0.1116,0,0,1.738542,-0.172855,-1.118943,0.0,0.244799,-0.647587,-0.724915
TX000092,test,223.85,2929.91,55.0,4.0,0.07640166421494175,9567.530833333334,-0.25076272649141246,10,4,3,3.0,1302.3600000000001,0,50.0,0.4125,0,0,0.04295,-0.465408,-0.817689,5.067668,0.048854,-0.816506,0.362457
TX000093,train,230.66,618.05,135.0,1.0,0.3732060512903487,14101.91111111111,-0.22734465717745786,13,4,3,2.0,405.44,1,50.0,0.4044,0,0,0.066368,-1.06177,0.329945,0.0,0.630386,0.957417,1.449829
TX000094,train,442.12,1375.8,260.0,1.0,0.32135484808838494,7647.5216666666665,0.4998190633994646,8,6,2,4.0,996.7900000000001,0,20.0,0.173,0,0,0.793532,-0.866303,2.123123,0.0,0.528793,-1.567645,-0.362457
TX000095,validation,644.17,1143.52,72.0,1.0,0.5633220232265286,14704.048611111111,1.1946238952474129,5,1,2,3.0,666.9000000000001,0,10.0,0.0528,0,0,1.488337,-0.926221,-0.573817,0.0,1.002882,1.192983,-1.449829
TX000096,test,508.68,7708.41,127.0,1.0,0.0659902625833343,11919.878333333334,0.7287040404239608,8,6,5,3.0,323.64000000000004,0,20.0,0.1388,0,0,1.022417,0.767244,0.215181,0.0,0.028454,0.10377,-0.362457
TX000097,train,858.63,1872.96,185.0,1.0,0.4584347770374167,13574.723333333333,1.9321039459185885,6,4,5,2.0,521.01,0,10.0,0.0619,0,0,2.225817,-0.738056,1.047216,0.0,0.797375,0.751173,-1.087372
TX000098,test,25.36,201.04,78.0,1.0,0.12614405093513728,11415.044722222223,-0.9333255132941805,12,1,7,4.0,1606.9899999999998,0,20.0,0.1501,0,0,-0.639612,-1.169341,-0.487745,0.0,0.146314,-0.093729,1.087372
TX000099,train,147.62,2115.8,133.0,1.0,0.06977029965025049,10310.68888888889,-0.5129006741863845,11,1,7,2.0,579.5799999999999,0,20.0,0.185,0,0,-0.219188,-0.675414,0.301254,0.0,0.035861,-0.525771,0.724915
TX000100,train,115.02,7643.66,175.0,1.0,0.015047765075892961,10071.826111111111,-0.6250047945439353,9,3,8,1.0,446.1,0,10.0,0.0724,0,0,-0.331292,0.750541,0.903762,0.0,-0.071358,-0.619218,0.0
TX000101,train,383.37,8901.93,24.0,1.0,0.043065941880019276,15590.78638888889,0.29779093238700743,12,7,5,6.0,2963.2400000000002,0,40.0,0.3255,0,0,0.591504,1.075122,-1.262398,0.0,-0.016461,1.539889,1.087372
TX002514,train,98.54,9383.43,167.0,1.0,0.010501490393171794,10815.854444444445,-0.6816758345283657,7,3,5,2.0,1560.1299999999999,0,10.0,0.1275,0,0,-0.387963,1.199329,0.788999,0.0,-0.080265,-0.328142,-0.724915
TX000103,train,83.24,1181.31,164.0,1.0,0.07046414573651286,9229.594722222222,-0.7342891180090567,13,1,4,3.0,935.4,0,20.0,0.1661,0,0,-0.440576,-0.916473,0.745962,0.0,0.03722,-0.948712,1.449829
TX000104,train,196.16,9418.86,146.0,1.0,0.020826299573409094,14847.6525,-0.34598245326136884,12,5,2,1.0,120.29,0,30.0,0.2734,0,0,-0.052269,1.208468,0.487745,0.0,-0.060036,1.249163,1.087372
TX000105,train,129.94,7954.92,235.0,1.0,0.0163345451619878,16119.509166666667,-0.5736982462085163,6,5,8,0.0,0.0,0,20.0,0.1517,0,0,-0.279985,0.830833,1.764488,0.0,-0.068837,1.746734,-1.087372
TX000106,train,306.9,9418.08,51.0,1.0,0.03258625961979512,8151.6625,0.034827678284495005,12,5,5,3.0,612.32,0,30.0,0.2499,0,0,0.328541,1.208267,-0.875071,0.0,-0.036994,-1.370417,1.087372
TX000107,validation,114.98,6144.68,80.0,1.0,0.018712121705280013,8847.289722222222,-0.6251423456118586,11,4,1,4.0,419.53000000000003,0,20.0,0.1512,0,0,-0.331429,0.363868,-0.459054,0.0,-0.064178,-1.098276,0.724915
TX000108,train,756.59,420.65,17.0,1.0,1.798621181504814,14607.410555555556,1.5812111716460588,6,4,6,4.0,929.95,0,55.0,0.5665,1,1,1.874924,-1.112691,-1.362816,0.0,3.423218,1.155177,-1.087372
TX000109,train,503.76,447.82,35.0,1.0,1.1249162609977224,8221.609166666667,0.7117852590693856,9,3,5,1.0,252.93,1,75.0,0.756,1,1,1.005498,-1.105682,-1.104598,0.0,2.10322,-1.343053,0.0
TX000110,test,143.03,7981.45,147.0,1.0,0.017920302701890007,11079.548888888889,-0.5286846592305918,14,7,6,4.0,726.4000000000001,0,30.0,0.2118,0,0,-0.234972,0.837677,0.50209,0.0,-0.06573,-0.22498,1.812287
TX002515,train,1045.22,1829.9,73.0,1.0,0.5711896824963113,8343.898888888889,2.5737452900141524,10,3,9,2.0,1218.8,0,35.0,0.3059,0,0,2.867458,-0.749164,-0.559472,0.0,1.018297,-1.295211,0.362457
TX000112,train,245.54,985.06,180.0,1.0,0.24926400422309303,14247.681944444445,-0.17617565990996234,10,4,6,3.0,1561.43,0,20.0,0.1809,0,0,0.117537,-0.967097,0.975489,0.0,0.387545,1.014445,0.362457
TX000113,train,254.37,8849.26,174.0,1.0,0.028744776399382548,13525.668333333333,-0.14581126166587724,7,3,9,1.0,1422.55,0,10.0,0.0801,0,0,0.147902,1.061536,0.889417,0.0,-0.044521,0.731982,-0.724915
TX000114,train,213.76,3528.72,282.0,1.0,0.06057720646580063,14726.289444444445,-0.2854599833750838,11,7,3,1.0,80.97,0,30.0,0.2188,0,0,0.008253,-0.31094,2.438723,0.0,0.017849,1.201684,0.724915
