TransactionID,AccountID,RecipientAccountID,DeviceID,MerchantID,Split,CustomerAge,TransactionAmount,AccountBalance,TransactionDuration,LoginAttempts,AmountToBalanceRatio,LogTransactionAmount,BalanceAfterTransaction,HoursSincePreviousTransaction,TransactionHour,TransactionDayOfWeek,IsWeekend,IsNightTransaction,IsHighBalanceCashout,IsFastTransaction,IsManyLoginAttempts,ThreatIntelFlagInt,TransactionAmountZScore,RecipientUniqueSendersTotal,RecipientTransactionCountTotal,DeviceUniqueAccountsTotal,IPUniqueAccountsTotal,MerchantTransactionCountTotal,AccountTxCount24h,AccountAmountSum24h,AccountTxCount7d,RecipientUniqueSenders7d,RecipientTxCount7d,DeviceUniqueAccounts7d,IPUniqueAccounts7d,RuleRiskScore,IsFraud,FraudType,AnalystStatus,FraudScore_Probability_Seed,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_Ambon,Location_Balikpapan,Location_Banda Aceh,Location_Bandar Lampung,Location_Bandung,Location_Banjarmasin,Location_Batam,Location_Bekasi,Location_Bengkulu,Location_Bogor,Location_Denpasar,Location_Depok,Location_Jakarta Barat,Location_Jakarta Pusat,Location_Jakarta Selatan,Location_Jakarta Timur,Location_Jakarta Utara,Location_Jambi,Location_Jayapura,Location_Kendari,Location_Kupang,Location_Makassar,Location_Malang,Location_Manado,Location_Mataram,Location_Medan,Location_Padang,Location_Palangka Raya,Location_Palembang,Location_Palu,Location_Pekanbaru,Location_Pontianak,Location_Samarinda,Location_Semarang,Location_Solo,Location_Sorong,Location_Surabaya,Location_Surakarta,Location_Tangerang,Location_Tangerang Selatan,Location_Yogyakarta,Province_Aceh,Province_Bali,Province_Banten,Province_Bengkulu,Province_DI Yogyakarta,Province_DKI Jakarta,Province_Jambi,Province_Jawa Barat,Province_Jawa Tengah,Province_Jawa Timur,Province_Kalimantan Barat,Province_Kalimantan Selatan,Province_Kalimantan Tengah,Province_Kalimantan Timur,Province_Kepulauan Riau,Province_Lampung,Province_Maluku,Province_Nusa Tenggara Barat,Province_Nusa Tenggara Timur,Province_Papua,Province_Papua Barat Daya,Province_Riau,Province_Sulawesi Selatan,Province_Sulawesi Tengah,Province_Sulawesi Tenggara,Province_Sulawesi Utara,Province_Sumatera Barat,Province_Sumatera Selatan,Province_Sumatera Utara,FraudClassTarget
TX000011,AC00150,REC-0151,D000205,M073,train,52.0,17.78,7599.52,59.0,1.0,0.0023396214497757753,2.932792473780117,7581.740000000001,14415.343055555555,8,0,0,0,0,0,0,0,-0.9593914406656602,7,7,2,5,24,1.0,470.62,1.0,0.0,0.0,0.0,1.0,10.0,0,None,Auto-Approved,0.117,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000012,AC00459,REC-0186,D000589,M030,train,21.0,190.02,1528.81,173.0,1.0,0.12429275057070534,5.252378134606592,1338.79,15278.62,8,0,0,0,0,0,0,0,-0.3670965421876069,14,14,7,4,26,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,0,None,Auto-Approved,0.2744,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000013,AC00392,REC-0296,D000032,M057,train,24.0,494.52,1620.02,111.0,1.0,0.30525549067295465,6.205607716224892,1125.5,12374.78611111111,8,0,0,0,0,0,0,0,0.6800109623790859,10,10,7,5,26,0.0,0.0,0.0,1.0,1.0,2.0,3.0,30.0,0,None,Auto-Approved,0.2567,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000014,AC00264,REC-0099,D000054,M025,test,26.0,781.76,189.69,123.0,1.0,4.121250461278929,6.662826135596005,-592.0699999999999,8391.464166666667,8,0,0,0,1,0,0,0,1.6677651811368424,10,10,4,5,31,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,0,None,Auto-Approved,0.4832,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000015,AC00085,REC-0036,D000309,M017,train,18.0,166.99,299.93,134.0,1.0,0.55676324475711,5.123904453822123,132.94,15111.27,8,0,0,0,0,0,0,0,-0.4462915695444901,9,10,7,5,23,3.0,750.6999999999999,3.0,7.0,7.0,4.0,2.0,20.0,0,None,Auto-Approved,0.1867,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000016,AC00270,REC-0024,D000466,M025,train,36.0,465.45,3465.54,129.0,1.0,0.1343080732007133,6.14515083340697,3000.09,7863.8133333333335,8,0,0,0,0,0,0,0,0.580045723765773,11,11,4,7,31,1.0,206.84,1.0,10.0,10.0,3.0,6.0,20.0,0,None,Cleared,0.1535,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Legitimate
TX000017,AC00317,REC-0117,D000671,M048,train,19.0,555.8,1131.26,158.0,1.0,0.4913105740501741,6.32220610902021,575.46,8895.246111111112,8,0,0,0,0,0,0,0,0.8907391984376964,7,7,6,7,26,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0,None,Auto-Approved,0.1842,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000018,AC00359,REC-0149,D000432,M059,train,39.0,492.93,5109.97,234.0,1.0,0.0964643628044783,6.202393806742613,4617.04,7813.660277777778,8,0,0,0,0,0,0,1,0.6745433074291318,9,9,4,2,27,5.0,1586.2999999999997,5.0,7.0,7.0,3.0,0.0,40.0,0,None,Auto-Approved,0.311,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Legitimate
TX000019,AC00242,REC-0041,D000530,M054,validation,59.0,18.68,7948.37,106.0,1.0,0.002350167392811356,2.9796028916241073,7929.69,14919.253055555555,8,0,0,0,0,0,0,0,-0.9562965416373841,12,12,5,4,26,7.0,1253.43,7.0,11.0,11.0,4.0,1.0,30.0,0,None,Auto-Approved,0.277,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000020,AC00285,REC-0120,D000039,M039,train,18.0,71.48,6568.59,169.0,1.0,0.010882091894911999,4.283310661734724,6497.110000000001,12349.841666666667,8,0,0,0,0,0,0,1,-0.774729131978529,8,8,5,7,25,3.0,1239.16,3.0,1.0,1.0,1.0,4.0,50.0,0,None,Cleared,0.4138,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Legitimate
TX000021,AC00002,REC-0052,D000152,M040,train,71.0,59.32,5750.89,38.0,1.0,0.010314925168104415,4.099663723699701,5691.570000000001,14751.540555555555,8,0,0,0,0,0,0,1,-0.8165446566272351,9,9,1,5,26,2.0,344.28000000000003,2.0,1.0,1.0,0.0,2.0,40.0,0,None,Auto-Approved,0.3304,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000022,AC00014,REC-0195,D000268,M065,train,38.0,85.77,9146.19,93.0,1.0,0.009377675294302872,4.463260939805398,9060.42,10813.611666666666,8,0,0,0,0,0,0,1,-0.7255890129629033,19,19,5,4,33,3.0,1416.87,3.0,3.0,3.0,1.0,0.0,60.0,0,None,Auto-Approved,0.478,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000023,AC00095,REC-0143,D_UNKNOWN,M022,validation,39.0,52.2,8974.93,120.0,1.0,0.005816201351988261,3.9740583963475986,8922.73,12397.212777777779,8,0,0,0,0,0,0,1,-0.8410287467175959,10,10,27,9,19,0.0,0.0,0.0,1.0,1.0,3.0,3.0,60.0,0,None,Auto-Approved,0.5256,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000024,AC00453,REC-RING006,D000162,M083,train,22.0,345.84,1402.5,142.0,3.0,0.24658823529411764,5.8488635785089595,1056.66,13237.688333333334,8,0,0,0,0,0,1,1,0.16873364290790066,7,7,4,3,22,1.0,233.74,1.0,0.0,0.0,1.0,0.0,60.0,1,Account Takeover (ATO),Closed-Confirmed Fraud,0.6111,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Account Takeover (ATO)
TX000025,AC00241,REC-0084,D000036,M028,train,21.0,145.54,1930.96,96.0,1.0,0.07537183577080829,4.987298428731818,1785.42,14703.386944444444,8,0,0,0,0,0,0,0,-0.5200533297184,8,8,2,1,33,1.0,188.61,1.0,1.0,1.0,1.0,0.0,10.0,0,None,Auto-Approved,0.0843,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000026,AC00041,REC-0190,D000671,M043,train,65.0,7.49,3634.67,276.0,1.0,0.0020607097755779755,2.138889000323256,3627.1800000000003,9134.275277777779,8,0,0,0,0,0,0,0,-0.9947764528889482,10,10,6,7,25,2.0,174.87,2.0,5.0,5.0,2.0,5.0,30.0,0,None,Auto-Approved,0.2462,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000027,AC00441,REC-0182,D000046,M029,train,23.0,246.93,673.35,158.0,5.0,0.36671864557807976,5.513146448258161,426.42,13599.576944444445,8,0,0,0,0,0,1,0,-0.171395760299625,8,8,8,5,25,3.0,809.22,3.0,7.0,7.0,6.0,4.0,60.0,0,None,Auto-Approved,0.5083,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Legitimate
TX000028,AC00057,REC-0108,D000310,M008,train,37.0,40.32,2686.52,95.0,1.0,0.015008263478403288,3.721346644251438,2646.2,14055.489166666666,8,0,0,0,0,0,0,0,-0.8818814138908382,4,4,6,4,21,4.0,1087.3,4.0,3.0,3.0,5.0,3.0,10.0,0,None,Auto-Approved,0.1041,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000029,AC00390,REC-0137,D000232,M092,train,44.0,127.45,1772.06,197.0,1.0,0.07192194395223639,4.855539723555893,1644.61,15591.880555555555,8,0,0,0,0,0,0,1,-0.5822608001867464,9,11,7,7,22,3.0,274.69,3.0,6.0,8.0,5.0,5.0,50.0,0,None,Auto-Approved,0.4253,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000030,AC00313,REC-0037,D000297,M043,train,27.0,56.17,1351.69,283.0,1.0,0.041555386220213215,4.04602928527588,1295.52,9855.213333333333,8,0,0,0,0,0,0,0,-0.8273768032262008,6,6,4,4,25,1.0,27.51,1.0,1.0,1.0,1.0,1.0,10.0,0,None,Auto-Approved,0.1058,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000031,AC00367,REC-0088,D000587,M091,train,59.0,28.31,8334.47,20.0,1.0,0.0033967366851161505,3.377928754722801,8306.16,11414.331944444444,8,0,0,0,0,0,0,0,-0.9231811220348316,5,5,3,7,30,2.0,169.93,2.0,0.0,0.0,0.0,3.0,20.0,0,None,Auto-Approved,0.2285,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Legitimate
TX000032,AC00291,REC-0274,D000282,M053,train,29.0,59.12,9823.64,257.0,1.0,0.006018135843740203,4.0963425648847736,9764.519999999999,15279.709444444445,8,0,0,0,0,0,0,0,-0.8172324119668519,8,8,4,5,25,0.0,0.0,0.0,2.0,2.0,0.0,1.0,10.0,0,None,Auto-Approved,0.0848,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Legitimate
TX000033,AC00060,REC-0126,D000621,M007,train,49.0,396.45,9690.15,168.0,3.0,0.040912679370288384,5.985069140019122,9293.699999999999,9735.753611111111,8,0,0,0,0,0,1,0,0.34277013159795106,7,7,5,5,29,1.0,641.06,1.0,5.0,5.0,3.0,3.0,40.0,0,None,Auto-Approved,0.3222,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000034,AC00359,REC-0084,D000111,M094,validation,22.0,877.81,399.0,150.0,1.0,2.2000250626566413,6.778568719599104,-478.80999999999995,14438.740555555556,8,0,0,0,1,0,0,0,1.9980596829878468,8,8,3,6,27,0.0,0.0,0.0,2.0,2.0,1.0,0.0,45.0,0,None,Auto-Approved,0.3547,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
TX000035,AC00365,REC-0237,D000357,M002,train,45.0,255.26,14815.87,50.0,1.0,0.01722882287709058,5.54619255408143,14560.61,8967.467222222222,8,0,0,0,0,0,0,0,-0.14275075040458218,10,10,3,7,30,4.0,734.6100000000001,4.0,7.0,7.0,2.0,4.0,20.0,0,None,Auto-Approved,0.1904,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Legitimate
