TransactionID,IsFraud,AnomalyScore,AnomalyPrediction
TX000465,0,0.29527480879925894,0
TX000468,0,0.1850992906494301,0
TX000484,0,0.34919454574243175,0
TX000494,0,0.4825613536992866,0
TX000501,0,0.3179749113393462,0
TX000504,0,0.19012880572067692,0
TX000511,0,0.19905754080204296,0
TX000516,0,0.30367214338006987,0
TX000524,0,0.332701923861083,0
TX000532,0,0.37351650749976617,0
TX000537,0,0.5375959154049178,0
TX000543,0,0.4404364637347774,0
TX000549,0,0.47758114952157327,0
TX000553,0,0.25624936444823415,0
TX000556,0,0.634475851133447,0
TX000559,0,0.5731381335221756,0
TX000565,0,0.21551675558845085,0
TX000577,0,0.5249383678413378,0
TX000581,0,0.3270549076265748,0
TX000582,0,0.5058613952436748,0
TX000584,0,0.33920589317335004,0
TX000602,0,0.3514108153251069,0
TX000607,0,0.34575043008407597,0
TX000611,0,0.40717399092347495,0
TX000618,0,0.34793748976339284,0
TX000621,0,0.33529784907898535,0
TX000630,0,0.5691051308029775,0
TX000632,0,0.6962429821730858,1
TX000637,0,0.2521029197429764,0
TX000641,0,0.44179365841349394,0
TX000642,0,0.3953776833366549,0
TX000661,0,0.4876822760510453,0
TX000671,0,0.41684048119174044,0
TX000697,0,0.32352526351067057,0
TX000698,0,0.12318291478107668,0
TX000755,1,0.7444287009834057,1
TX000762,0,0.21599546274580084,0
TX000766,0,0.1417047378266592,0
TX000768,0,0.4223696465924162,0
TX000779,0,0.6276987799118781,0
TX000780,0,0.3263244351439312,0
TX000785,0,0.41761787174468284,0
TX000790,0,0.24161056550871132,0
TX000791,0,0.4376020222339339,0
TX000800,1,0.6236461684119945,0
TX000808,1,0.5552366161473774,0
TX000809,0,0.3492331838333116,0
TX000817,0,0.4131726880595023,0
TX000820,0,0.04714475690157886,0
TX000829,0,0.366434430434088,0
TX000839,0,0.4045912678761281,0
TX000840,0,0.41319654017625246,0
TX000842,0,0.19654332267970737,0
TX000848,0,0.763506503860923,1
TX000855,0,0.5725596594369807,0
TX000857,0,0.4734154975972748,0
TX000858,0,0.20295808381876043,0
TX000873,0,0.3003339153349017,0
TX000876,0,0.30341681807301074,0
TX000879,0,0.48671472918016573,0
TX000886,0,0.6548390869056926,0
TX000889,0,0.9530369566300771,1
TX000891,0,0.29013214851837527,0
TX000901,0,0.4166400970553036,0
TX000905,0,0.21529214367614413,0
TX000918,0,0.7684497093786211,1
TX000924,0,0.07456411026423285,0
TX000932,0,0.3034616916436363,0
TX000938,0,0.22496128872239451,0
TX000943,0,0.0514891506422818,0
TX000944,0,0.34271209446204814,0
TX000949,0,0.37202192784218063,0
TX000956,0,0.42271671569026104,0
TX000960,0,0.4934426566848928,0
TX000962,0,0.6957977491286318,1
TX000967,0,0.3934994980614547,0
TX000973,0,0.6086937380551566,0
TX000983,0,0.21575563656985977,0
TX000986,0,0.2746687026957396,0
TX000987,0,0.20494715700383703,0
TX000994,0,0.7130772608203115,1
TX000995,0,0.45470871505266924,0
TX000996,0,0.6480731672915488,0
TX000999,0,0.6001355800438968,0
TX001009,0,0.3915140017564072,0
TX001010,0,0.2365221807605174,0
TX001025,0,0.40672905855303937,0
TX001027,0,0.4667418233154662,0
TX001030,1,0.695673843375534,1
TX001046,0,0.2428587686714906,0
TX001048,0,0.22254702580891852,0
TX001054,0,0.31191612414508135,0
TX001056,0,0.4081162001766846,0
TX001058,0,0.7924079629147661,1
TX001062,0,0.2708593718007409,0
TX001067,0,0.3960122336567547,0
TX001073,0,0.4980246202858743,0
TX001074,0,0.5007143620810385,0
TX001077,0,0.22305554554517013,0
TX001078,1,0.541964714022725,0
TX001092,0,0.34921599743835696,0
TX001098,0,0.1995396760913973,0
TX001109,0,0.8185825189635898,1
TX001110,0,0.0,0
TX001121,0,0.27095024849588045,0
TX001128,0,0.30335072161698484,0
TX001131,0,0.40374603861005137,0
TX001132,0,0.1686832431002743,0
TX001138,0,0.09965088875916268,0
TX001144,0,0.33449681757131133,0
TX001148,0,0.48048780634762145,0
TX001153,0,0.26018837835916814,0
TX001161,0,0.6412001390775962,0
TX001169,0,0.3534158688830304,0
TX001175,0,0.3863099015496219,0
TX001178,0,0.3703847600738923,0
TX001186,0,0.6253401886707364,0
TX001188,0,0.3252171202296537,0
TX001202,0,0.5527304417140497,0
TX001204,0,0.4103911394557317,0
TX001205,0,0.12949436817399718,0
TX001210,0,0.2566442510022562,0
TX001213,0,0.4741069850714711,0
TX001223,0,0.48661539418916544,0
TX001225,0,0.4297627779955308,0
TX001226,0,0.1711414194275601,0
TX001240,0,0.0709807117865271,0
TX001248,1,0.8444614243331984,1
TX001251,0,0.43105011773494917,0
TX001261,0,0.5430678196395169,0
TX001264,0,0.302994529956205,0
TX001266,0,0.7068934321560207,1
TX001281,0,0.602373354658846,0
TX001284,1,0.9287691865291031,1
TX002526,0,0.30971813607287624,0
TX001288,0,0.04049682027509238,0
TX001292,0,0.5445903893670063,0
TX001306,0,0.8753011681146173,1
TX001317,0,0.21121095021703315,0
TX001330,0,0.2975438473663625,0
TX001353,0,0.34329295710785107,0
TX001357,0,0.2367347626341025,0
TX001370,0,0.2696799727885629,0
TX001371,0,0.42516049482364526,0
TX001374,0,0.9710894227920519,1
TX001382,0,0.6008441266364978,0
TX001385,0,0.29425105322482126,0
TX001388,0,0.55408026793239,0
TX001403,0,0.20245425135136924,0
TX001407,0,0.3006505223256738,0
TX001408,0,0.2875323242577061,0
TX001419,0,0.4166310775448632,0
TX001423,0,0.4610959356249431,0
TX001438,0,0.24093444191915492,0
TX001440,0,0.18073598125623513,0
TX001441,0,0.5346134338802642,0
TX001449,0,0.44656362722377285,0
TX001450,0,0.27778798848972835,0
TX001454,0,0.5769341929715192,0
TX001466,0,0.22315290804826338,0
TX001472,0,0.17997074314833741,0
TX001474,0,0.12366815820278584,0
TX001482,0,0.28683011364666294,0
TX001490,0,0.2951092926532591,0
TX001491,0,0.22929223169930843,0
TX001495,0,0.2467622700939078,0
TX001496,0,0.2876889141639123,0
TX001504,0,0.3828862783837758,0
TX001516,0,0.17796694772120367,0
TX001524,0,0.6827402155245715,1
TX001525,0,0.5031949736783147,0
TX001526,0,0.36381958652706964,0
TX001528,0,0.456989240027105,0
TX001531,0,0.43741056807868706,0
TX001533,0,0.6085895495186723,0
TX001536,0,0.5400153969429405,0
TX001542,0,0.10540698515614697,0
TX001546,0,0.5259874899260044,0
TX001547,0,0.2302565364761717,0
TX001549,0,0.4611797295933209,0
TX001551,0,0.8055427031233802,1
TX001560,0,0.44197094506892476,0
TX001565,0,0.41347283404962704,0
TX001575,0,0.41947548927133227,0
TX001583,0,0.15357980579965969,0
TX001609,0,0.10021305636748472,0
TX001616,0,0.47389945820497853,0
TX001623,0,0.7365072855728129,1
TX001624,0,0.17746172112694616,0
TX001639,0,0.2741103098666311,0
TX001645,0,0.37962658598896615,0
TX001651,0,0.4120964469824501,0
TX001654,0,0.19336102248416026,0
TX001662,0,0.366985177155337,0
TX001669,0,0.12349577633855459,0
TX001676,0,0.4663421813971568,0
TX001677,0,0.4126583249530093,0
TX001679,0,0.5466880126320616,0
TX001683,0,0.48377324028580676,0
TX001685,0,0.3819376809602273,0
TX001690,0,0.5410205907324244,0
TX001697,0,0.5818128334250856,0
TX001714,0,0.48836561949934115,0
TX001723,0,0.31584294257649986,0
TX001728,0,0.5360101121622712,0
TX001729,0,1.0,1
TX001730,0,0.44844204923348396,0
TX001732,0,0.5983897003452391,0
TX001738,0,0.3671795454374091,0
TX001741,0,0.559788105332897,0
TX001751,0,0.15817934066851277,0
TX001776,0,0.5302201481221486,0
TX001779,1,0.887001616222245,1
TX001780,0,0.2588228778507132,0
TX001788,0,0.2726565365188051,0
TX001802,0,0.6799991976106161,1
TX001813,0,0.1672871822373256,0
TX001820,0,0.2105484385946977,0
TX001825,0,0.1647165094070954,0
TX001826,0,0.35590442999183297,0
TX001851,0,0.3159965527899646,0
TX001856,0,0.48823408675428354,0
TX001859,0,0.28080321582766826,0
TX001860,0,0.4188109062513601,0
TX001871,0,0.2655058769421962,0
TX001875,0,0.4071732728751412,0
TX001877,1,0.6888173649774568,1
TX001891,0,0.36158362242435,0
TX001892,0,0.4959279709075044,0
TX001915,0,0.38179534079541894,0
TX001919,0,0.7770041197422701,1
TX001940,0,0.48726307202510144,0
TX001948,0,0.09072753124575374,0
TX001957,0,0.3828380737907299,0
TX001962,0,0.4003121124718376,0
TX001971,0,0.4411050490092304,0
TX001978,0,0.23867323291699716,0
TX001989,0,0.4500593365948483,0
TX001991,0,0.37699556979004123,0
TX002003,0,0.2077031889359588,0
TX002005,0,0.5220203730935374,0
TX002012,0,0.4140587151379842,0
TX002013,0,0.5004628440597808,0
TX002014,0,0.43952751481667335,0
TX002022,0,0.5100799530338076,0
TX002038,0,0.44638960517785903,0
TX002040,0,0.5195375723069058,0
TX002061,0,0.44504850129952395,0
TX002063,0,0.2585040610942144,0
TX002073,0,0.3137514307422998,0
TX002074,1,0.9604776830068702,1
TX002077,0,0.3007205105456107,0
TX002085,0,0.5391982611842128,0
TX002087,1,0.8457488293427788,1
TX002088,0,0.2528401862947988,0
TX002095,0,0.17917115953333637,0
TX002099,0,0.3643340217964653,0
TX002100,0,0.24194368749367334,0
TX002111,0,0.2913757158256939,0
TX002131,0,0.397622150306387,0
TX002144,0,0.7510613355712883,1
TX002152,0,0.42818610303683435,0
TX002156,0,0.260579392632422,0
TX002157,0,0.5409794840252811,0
TX002160,0,0.4493310939919719,0
TX002166,0,0.3322266162311752,0
TX002167,0,0.4374279385738061,0
TX002180,0,0.6794283450310973,1
TX002533,0,0.11344307248592636,0
TX002193,0,0.48080204194625586,0
TX002205,0,0.39580773412453496,0
TX002219,0,0.27374557848547965,0
TX002230,0,0.46124367230215746,0
TX002244,0,0.39650151114719423,0
TX002249,0,0.12384656146754633,0
TX002253,0,0.47186460831473465,0
TX002254,0,0.5723310970112984,0
TX002274,1,0.7158589365593159,1
TX002297,0,0.245152660956338,0
TX002300,0,0.17855131228244073,0
TX002321,0,0.3910835450170399,0
TX002326,0,0.5564122704816431,0
TX002328,0,0.23430143907916992,0
TX002331,0,0.24443990234072807,0
TX002341,0,0.4816340079189603,0
TX002349,0,0.2637821714717501,0
TX002353,0,0.3771010087114875,0
TX002363,0,0.45285993045161715,0
TX002368,0,0.23120074653630257,0
TX002370,0,0.682155202978137,1
TX002385,0,0.2955312787706091,0
TX002389,0,0.4734178155966473,0
TX002392,0,0.6827271107235136,1
TX002393,0,0.1516526127633089,0
TX002400,0,0.30701764493296074,0
TX002402,0,0.6546418985795125,0
TX002416,0,0.35727107543175207,0
TX002420,0,0.2236664463652999,0
TX002424,0,0.43105262422304064,0
TX002426,0,0.1933586422669283,0
TX002437,0,0.4635754854256817,0
TX002458,0,0.33397694948037576,0
TX002539,0,0.2984625737578391,0
TX002469,0,0.41504751836697795,0
TX002470,0,0.4225600084529328,0
TX002473,0,0.2873314396605352,0
TX002475,0,0.3734506784628713,0
TX002485,0,0.44142981664812,0
TX002486,0,0.4859851565551898,0
TX002496,0,0.44161131717357244,0
TX002499,0,0.4414615583710515,0
TX002504,0,0.16778371859274271,0
TX002506,0,0.25853570633781986,0
TX002511,0,0.3926403035261262,0
TX000200,0,0.5455587288544008,0
TX000026,0,0.42062858412422827,0
